2017-339-MS001-7-1-d875-n552,brisbane,/en/scores/2017/339/MS001/match-stats?isLive=False,01:49:00,109,d875,284,7,2,52,77,41,52,12,25,5,7,13,167,13,49,11,20,3,5,12,53,77,24,69,77,146,n552,268,4,0,49,69,36,49,9,20,2,5,12,117,11,52,13,25,2,7,13,45,69,24,77,69,146
2017-339-MS002-6-2-d875-r975,brisbane,/en/scores/2017/339/MS002/match-stats?isLive=False,01:28:00,88,d875,322,4,1,36,58,27,36,18,22,0,0,10,136,4,28,17,33,2,4,10,45,58,21,61,66,119,r975,261,4,3,28,61,24,28,16,33,2,4,10,43,9,36,4,22,0,0,10,40,61,13,58,53,119
2017-339-MS003-6-1-n552-w367,brisbane,/en/scores/2017/339/MS003/match-stats?isLive=False,01:42:00,102,n552,296,1,1,56,77,37,56,14,21,4,5,11,205,10,37,14,24,2,2,10,51,77,24,61,75,138,w367,263,9,2,37,61,27,37,10,24,0,2,10,96,19,56,7,21,1,5,11,37,61,26,77,63,138
2017-339-MS004-5-4-r975-n409,brisbane,/en/scores/2017/339/MS004/match-stats?isLive=False,02:21:00,141,r975,304,23,3,62,97,50,62,16,35,6,7,15,139,22,61,9,23,2,4,14,66,97,31,84,97,181,n409,287,4,0,61,84,39,61,14,23,2,4,14,93,12,62,19,35,1,7,15,53,84,31,97,84,181
2017-339-MS007-5-3-w367-e831,brisbane,/en/scores/2017/339/MS007/match-stats?isLive=False,02:36:00,156,w367,275,11,3,67,119,47,67,28,52,11,13,16,151,13,65,21,32,4,10,16,75,119,34,97,109,216,e831,256,2,2,65,97,52,65,11,32,6,10,16,103,20,67,24,52,2,13,16,63,97,44,119,107,216
2017-339-MS006-5-2-n552-tc61,brisbane,/en/scores/2017/339/MS006/match-stats?isLive=False,01:02:00,62,n552,321,3,0,19,34,18,19,10,15,0,0,7,254,13,28,14,19,5,8,7,28,34,27,47,55,81,tc61,167,1,2,28,47,15,28,5,19,3,8,7,38,1,19,5,15,0,0,7,20,47,6,34,26,81
2017-339-MS005-5-1-d875-tb69,brisbane,/en/scores/2017/339/MS005/match-stats?isLive=False,02:05:00,125,d875,283,3,3,52,94,42,52,23,42,13,14,14,133,8,37,21,45,3,7,14,65,94,29,82,94,176,tb69,255,6,5,37,82,29,37,24,45,4,7,14,78,10,52,19,42,1,14,14,53,82,29,94,82,176
2017-339-MS008-4-8-r975-sm37,brisbane,/en/scores/2017/339/MS008/match-stats?isLive=False,01:09:00,69,r975,303,12,1,40,53,30,40,7,13,2,3,9,218,12,29,9,15,4,6,8,37,53,21,44,58,97,sm37,214,0,1,29,44,17,29,6,15,2,6,8,115,10,40,6,13,1,3,9,23,44,16,53,39,97
2017-339-MS015-4-7-w367-t840,brisbane,/en/scores/2017/339/MS015/match-stats?isLive=False,01:30:00,90,w367,304,7,2,41,64,33,41,15,23,0,1,11,141,7,46,17,25,2,5,11,48,64,24,71,72,135,t840,261,5,7,46,71,39,46,8,25,3,5,11,164,8,41,8,23,1,1,11,47,71,16,64,63,135
2017-339-MS013-4-6-n552-dc58,brisbane,/en/scores/2017/339/MS013/match-stats?isLive=False,02:23:00,143,n552,250,3,3,66,107,47,66,18,41,4,8,15,165,22,54,21,41,5,13,14,65,107,43,95,108,202,dc58,231,6,4,54,95,32,54,20,41,8,13,14,161,19,66,23,41,4,8,15,52,95,42,107,94,202
2017-339-MS010-4-5-tb69-g940,brisbane,/en/scores/2017/339/MS010/match-stats?isLive=False,01:29:00,89,tb69,331,11,1,44,65,36,44,15,21,4,4,11,99,1,35,14,23,1,4,10,51,65,15,58,66,123,g940,296,11,1,35,58,34,35,9,23,3,4,10,47,8,44,6,21,0,4,11,43,58,14,65,57,123
2017-339-MS009-4-4-n409-z168,brisbane,/en/scores/2017/339/MS009/match-stats?isLive=False,00:55:00,55,n409,304,1,2,18,38,15,18,15,20,2,2,7,259,12,25,10,13,5,8,7,30,38,22,38,52,76,z168,169,2,2,25,38,13,25,3,13,3,8,7,42,3,18,5,20,0,2,7,16,38,8,38,24,76
2017-339-MS014-4-3-e831-pf39,brisbane,/en/scores/2017/339/MS014/match-stats?isLive=False,00:59:00,59,e831,312,6,1,27,44,22,27,11,17,4,4,7,153,3,18,10,16,2,5,6,33,44,13,34,46,78,pf39,241,3,2,18,34,15,18,6,16,3,5,6,54,5,27,6,17,0,4,7,21,34,11,44,32,78
2017-339-MS011-4-2-d875-m873,brisbane,/en/scores/2017/339/MS011/match-stats?isLive=False,01:05:00,65,d875,323,8,0,27,46,25,27,12,19,3,3,9,233,10,37,11,15,3,3,9,37,46,21,52,58,98,m873,238,4,3,37,52,27,37,4,15,0,3,9,44,2,27,7,19,0,3,9,31,52,9,46,40,98
