2020-451-ms001-7-1-re44-mw02,doha,/en/scores/match-stats/archive/2020/451/ms001,01:27:00,87,re44,289,3,0,44,58,34,44,6,14,1,2,10,176,22,48,7,14,3,6,10,40,58,29,62,69,120,mw02,248,0,3,48,62,26,48,7,14,3,6,10,140,10,44,8,14,1,2,10,33,62,18,58,51,120
2020-451-ms002-6-2-mw02-w367,doha,/en/scores/match-stats/archive/2020/451/ms002,02:01:00,121,mw02,316,0,0,56,74,45,56,12,18,0,1,15,104,16,61,15,32,2,11,15,57,74,31,93,88,167,w367,287,12,4,61,93,45,61,17,32,9,11,15,159,11,56,6,18,1,1,15,62,93,17,74,79,167
2020-451-ms003-6-1-re44-ki95,doha,/en/scores/match-stats/archive/2020/451/ms003,00:53:00,53,re44,320,10,1,26,43,24,26,10,17,0,0,8,220,16,30,10,20,4,6,8,34,43,26,50,60,93,ki95,206,0,1,30,50,14,30,10,20,2,6,8,49,2,26,7,17,0,0,8,24,50,9,43,33,93
2020-451-ms004-5-4-w367-bh09,doha,/en/scores/match-stats/archive/2020/451/ms004,01:24:00,84,w367,303,5,0,29,58,27,29,16,29,2,2,10,142,3,25,14,24,2,4,9,43,58,17,49,60,107,bh09,264,7,1,25,49,22,25,10,24,2,4,9,52,2,29,13,29,0,2,10,32,49,15,58,47,107
2020-451-ms007-5-3-re44-h996,doha,/en/scores/match-stats/archive/2020/451/ms007,01:41:00,101,re44,267,4,1,40,72,29,40,15,32,5,6,9,191,12,40,24,34,4,8,10,44,72,36,74,80,146,h996,220,10,3,40,74,28,40,10,34,4,8,10,109,11,40,17,32,1,6,9,38,74,28,72,66,146
2020-451-ms006-5-2-ki95-f724,doha,/en/scores/match-stats/archive/2020/451/ms006,00:56:00,56,ki95,304,2,0,30,39,22,30,6,9,3,4,7,272,18,32,13,16,6,12,7,28,39,31,48,59,87,f724,148,6,2,32,48,14,32,3,16,6,12,7,99,8,30,3,9,1,4,7,17,48,11,39,28,87
2020-451-ms005-5-1-mw02-v306,doha,/en/scores/match-stats/archive/2020/451/ms005,02:13:00,133,mw02,282,2,3,67,91,49,67,12,24,4,6,15,146,21,65,11,25,3,6,15,61,91,32,90,93,181,v306,281,8,3,65,90,44,65,14,25,3,6,15,123,18,67,12,24,2,6,15,58,90,30,91,88,181
2020-451-ms008-4-8-w367-ca12,doha,/en/scores/match-stats/archive/2020/451/ms008,01:27:00,87,w367,293,12,1,35,61,27,35,15,26,6,7,10,153,13,40,13,24,3,9,9,42,61,26,64,68,125,ca12,241,1,3,40,64,27,40,11,24,6,9,9,89,8,35,11,26,1,7,10,38,64,19,61,57,125
2020-451-ms015-4-7-re44-k926,doha,/en/scores/match-stats/archive/2020/451/ms015,01:09:00,69,re44,275,4,1,34,56,28,34,9,22,1,2,9,172,11,27,9,21,4,9,9,37,56,20,48,57,104,k926,228,1,0,27,48,16,27,12,21,5,9,9,138,6,34,13,22,1,2,9,28,48,19,56,47,104
2020-451-ms013-4-6-ki95-t786,doha,/en/scores/match-stats/archive/2020/451/ms013,01:14:00,74,ki95,309,9,4,38,62,34,38,13,24,0,0,10,172,12,40,9,17,2,3,9,47,62,21,57,68,119,t786,265,2,1,40,57,28,40,8,17,1,3,9,57,4,38,11,24,0,0,10,36,57,15,62,51,119
2020-451-ms010-4-5-mw02-r975,doha,/en/scores/match-stats/archive/2020/451/ms010,02:00:00,120,mw02,298,2,3,68,92,48,68,15,24,2,3,12,105,8,41,15,34,1,3,12,63,92,23,75,86,167,r975,291,14,5,41,75,33,41,19,34,2,3,12,108,20,68,9,24,1,3,12,52,75,29,92,81,167
2020-451-ms014-4-4-h996-db63,doha,/en/scores/match-stats/archive/2020/451/ms014,01:02:00,62,h996,279,4,1,33,47,25,33,6,14,0,1,8,240,15,32,9,15,5,7,8,31,47,24,47,55,94,db63,198,2,2,32,47,17,32,6,15,2,7,8,193,8,33,8,14,1,1,8,23,47,16,47,39,94
2020-451-ms011-4-3-v306-kb05,doha,/en/scores/match-stats/archive/2020/451/ms011,02:06:00,126,v306,298,17,3,60,89,46,60,14,29,3,4,14,147,28,76,14,23,4,19,14,60,89,42,99,102,188,kb05,249,2,3,76,99,48,76,9,23,15,19,14,107,14,60,15,29,1,4,14,57,99,29,89,86,188
2020-451-ms009-4-2-bh09-bk92,doha,/en/scores/match-stats/archive/2020/451/ms009,01:30:00,90,bh09,297,5,3,35,67,27,35,21,32,1,1,11,131,9,41,14,25,2,6,10,48,67,23,66,71,133,bk92,270,10,4,41,66,32,41,11,25,4,6,10,57,8,35,11,32,0,1,11,43,66,19,67,62,133
2020-451-ms012-4-1-f724-i306,doha,/en/scores/match-stats/archive/2020/451/ms012,01:13:00,73,f724,292,3,0,39,52,28,39,7,13,3,4,9,196,13,28,9,18,4,8,8,35,52,22,46,57,98,i306,213,1,3,28,46,15,28,9,18,4,8,8,110,11,39,6,13,1,4,9,24,46,17,52,41,98
2020-451-ms028-3-12-db63-su87,doha,/en/scores/match-stats/archive/2020/451/ms028,01:55:00,115,db63,269,5,2,48,73,33,48,14,25,4,7,12,214,19,47,18,28,6,10,12,47,73,37,75,84,148,su87,211,5,3,47,75,28,47,10,28,4,10,12,143,15,48,11,25,3,7,12,38,75,26,73,64,148
2020-451-ms023-3-11-kb05-e831,doha,/en/scores/match-stats/archive/2020/451/ms023,02:16:00,136,kb05,244,6,2,74,105,43,74,15,31,8,13,14,202,29,62,17,31,7,14,14,58,105,46,93,104,198,e831,219,6,2,62,93,33,62,14,31,7,14,14,167,31,74,16,31,5,13,14,47,93,47,105,94,198
2020-451-ms019-3-10-bk92-me82,doha,/en/scores/match-stats/archive/2020/451/ms019,01:09:00,69,bk92,284,10,6,41,62,31,41,10,21,3,4,10,172,11,28,8,20,3,5,9,41,62,19,48,60,110,me82,244,1,2,28,48,17,28,12,20,2,5,9,111,10,41,11,21,1,4,10,29,48,21,62,50,110
2020-451-ms024-3-9-f724-td51,doha,/en/scores/match-stats/archive/2020/451/ms024,02:21:00,141,f724,258,8,3,68,110,45,68,19,42,7,10,15,145,26,68,15,33,4,11,15,64,110,41,101,105,211,td51,258,2,1,68,101,42,68,18,33,7,11,15,139,23,68,23,42,3,10,15,60,101,46,110,106,211
2020-451-ms018-3-8-bh09-y268,doha,/en/scores/match-stats/archive/2020/451/ms018,02:10:00,130,bh09,282,8,0,45,78,30,45,21,33,1,3,14,151,22,57,8,26,3,5,14,51,78,30,83,81,161,y268,276,3,4,57,83,35,57,18,26,2,5,14,150,15,45,12,33,2,3,14,53,83,27,78,80,161
2020-451-ms017-3-7-ca12-bk24,doha,/en/scores/match-stats/archive/2020/451/ms017,01:47:00,107,ca12,304,9,3,54,85,40,54,21,31,6,7,14,123,20,64,11,23,2,7,13,61,85,31,87,92,172,bk24,287,9,1,64,87,44,64,12,23,5,7,13,79,14,54,10,31,1,7,14,56,87,24,85,80,172
2020-451-ms029-3-6-h996-cf01,doha,/en/scores/match-stats/archive/2020/451/ms029,01:12:00,72,h996,297,6,2,30,51,26,30,12,21,0,1,10,166,12,32,14,27,3,7,9,38,51,26,59,64,110,cf01,232,2,1,32,59,20,32,13,27,4,7,9,166,4,30,9,21,1,1,10,33,59,13,51,46,110
2020-451-ms025-3-5-i306-be90,doha,/en/scores/match-stats/archive/2020/451/ms025,01:53:00,113,i306,289,11,1,59,92,42,59,17,33,4,5,13,156,18,53,15,31,4,9,13,59,92,33,84,92,176,be90,250,3,3,53,84,35,53,16,31,5,9,13,104,17,59,16,33,1,5,13,51,84,33,92,84,176
2020-451-ms026-3-4-ki95-tc61,doha,/en/scores/match-stats/archive/2020/451/ms026,01:25:00,85,ki95,292,0,1,31,57,23,31,17,26,0,0,9,163,14,40,17,26,3,10,9,40,57,31,66,71,123,tc61,230,4,1,40,66,26,40,9,26,7,10,9,61,8,31,9,26,0,0,9,35,66,17,57,52,123
2020-451-ms030-3-3-k926-j267,doha,/en/scores/match-stats/archive/2020/451/ms030,01:09:00,69,k926,306,7,0,33,51,22,33,12,18,3,3,7,231,14,23,11,21,5,9,8,34,51,25,44,59,95,j267,177,3,2,23,44,9,23,10,21,4,9,8,66,11,33,6,18,0,3,7,19,44,17,51,36,95
2020-451-ms021-3-2-mw02-sl08,doha,/en/scores/match-stats/archive/2020/451/ms021,01:46:00,106,mw02,317,2,2,57,69,48,57,6,12,7,7,11,125,14,52,10,18,1,3,11,54,69,24,70,78,139,sl08,288,7,0,52,70,38,52,8,18,2,3,11,66,9,57,6,12,0,7,11,46,70,15,69,61,139
2020-451-ms022-3-1-v306-a596,doha,/en/scores/match-stats/archive/2020/451/ms022,01:29:00,89,v306,311,6,0,35,55,30,35,11,20,0,0,10,152,15,46,12,21,2,5,9,41,55,27,67,68,122,a596,258,3,1,46,67,31,46,9,21,3,5,9,59,5,35,9,20,0,0,10,40,67,14,55,54,122
2020-451-qs004-2-4-f724-v708,doha,/en/scores/match-stats/archive/2020/451/qs004,01:49:00,109,f724,275,5,1,50,77,36,50,15,27,3,6,14,230,18,48,14,26,5,5,13,51,77,32,74,83,151,v708,234,3,4,48,74,30,48,12,26,0,5,13,143,14,50,12,27,3,6,14,42,74,26,77,68,151
2020-451-qs005-2-3-y268-dh50,doha,/en/scores/match-stats/archive/2020/451/qs005,02:11:00,131,y268,230,0,8,69,109,44,69,17,40,8,13,16,177,24,58,10,25,5,8,15,61,109,34,83,95,192,dh50,255,1,1,58,83,34,58,15,25,3,8,15,163,25,69,23,40,5,13,16,49,83,48,109,97,192
2020-451-qs006-2-2-bk24-mj08,doha,/en/scores/match-stats/archive/2020/451/qs006,01:24:00,84,bk24,304,5,1,48,61,33,48,8,13,2,3,10,152,17,51,13,22,3,10,10,41,61,30,73,71,134,mj08,250,4,2,51,73,34,51,9,22,7,10,10,112,15,48,5,13,1,3,10,43,73,20,61,63,134
2020-451-qs007-2-1-mw02-p09z,doha,/en/scores/match-stats/archive/2020/451/qs007,01:13:00,73,mw02,259,0,2,35,58,22,35,14,23,2,4,9,248,15,30,12,20,5,6,9,36,58,27,50,63,108,p09z,191,0,3,30,50,15,30,8,20,1,6,9,148,13,35,9,23,2,4,9,23,50,22,58,45,108
2020-451-qs008-1-8-f724-gc89,doha,/en/scores/match-stats/archive/2020/451/qs008,01:57:00,117,f724,275,5,3,41,74,30,41,20,33,3,5,13,121,20,65,19,36,2,9,13,50,74,39,101,89,175,gc89,262,3,5,65,101,45,65,17,36,7,9,13,121,11,41,13,33,2,5,13,62,101,24,74,86,175
2020-451-qs010-1-7-y268-z367,doha,/en/scores/match-stats/archive/2020/451/qs010,00:54:00,54,y268,308,1,3,25,37,21,25,7,12,0,0,7,263,18,28,8,14,5,7,7,28,37,26,42,54,79,z367,171,0,3,28,42,10,28,6,14,2,7,7,58,4,25,5,12,0,0,7,16,42,9,37,25,79
2020-451-qs012-1-6-bk24-ce25,doha,/en/scores/match-stats/archive/2020/451/qs012,01:46:00,106,bk24,256,11,5,68,99,42,68,15,31,14,18,14,208,20,49,17,28,6,10,13,57,99,37,77,94,176,ce25,214,3,4,49,77,29,49,11,28,4,10,13,140,26,68,16,31,4,18,14,40,77,42,99,82,176
